state,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21
North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,7,7,8,16,18,25,32,34,42,66,104,144,184,269,302,397,562,639,784,972,1166,1303,1527,1591,1858,2093,2402,2585,2870,3220,3423,3651,3906,4310,4520,4788,4992,5123,5463,5859,6140,6493,6764,6951,7220,7608,8052,8548,8830,9035,9568,9947,10507,10922,11514,11668,11871,12283,12783,13431,13879,14387,14783,15069,15402,15850,16593,17190,18009,18537,19121,19762,20221,20934,21661,22731,23231,23997,24188,24787,25616,26735,27761,28686,29368,30052,31013,32276,33417,34809,35663,36581,37393,38305,39735,41467,42911,44199,45257,46105,47142,48426,50014,51640,52854,53840,54826,56263,57540,59257,60709,62178,63692,65064,66815,68512,70451,71735,73096,74933,76188,77661,79564,81737,83996,85831,87653,89767,91573,93657,95633,98067,99841,101176,103047,105138,107050,109206,111282,112802,114612,116300,118027,120391,122370,124015,125281,126748,128236,129454,131478,133033,134915,136250,137006,138074,139413,141006,142544,143956,145111,145942,147141,148491,150450,152344
North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,7,19,27,28,30,32,37,45,58,68,93,97,109,126,147,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,439,528,585,627,644,679,709,748,803,867,942,991,1033,1067,1107,1153,1191,1225,1266,1323,1371,1425,1464,1491,1518,1571,1647,1712,1761,1848,1900,1931,1994,2095,2229,2317,2365,2418,2457,2422,2442,2484,2523,2557,2580,2628,2649,2682,2709,2748,2819,2864,2883,2904,2944,2983,3019,3061,3083,3104,3127,3170,3199,3232,3257,3294,3319,3326,3370,3402,3430,3467,3504,3548,3585,3624,3666,3731,3788,3825,3858,3903,3975,4074,4158,4247,4338,4446,4497,4569,4672,4796,4911,5023,5130,5211,5371,5497,5618,5740,5880,5990,6145,6231,6305,6473,6606,6664,6789,6937,7061,7181,7331,7512,7600,7717,7889,7974,8175,8326,8448,8591,8651,8786,8972,9246,9478
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,8,8,8,8,8,8,11,11,11,11,11,11,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,16,16,19,19,19,19,19,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,23,24,26,26,26,27,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,33,33,33,36,36,37,37,37,37,37,38,38,38,38,40,40,40,40,40,42,42,44,45,46,46,46,47,47,48,48,49,49,49,49,50,50,50,53,54,54,54,54
Ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,13,26,37,50,67,90,120,169,247,351,444,564,707,867,1144,1406,1665,1933,2199,2548,2903,3312,3739,4043,4450,4783,5149,5513,5879,6251,6605,6975,7280,7791,8414,9107,10222,11602,12919,13725,14117,14694,15169,15587,15963,16325,16769,17303,18027,18743,19335,19914,20474,20969,21576,22131,23018,23697,24086,24785,25257,25727,26363,26956,27476,27925,28455,28953,29437,30168,30795,31408,31911,32477,33006,33439,33915,34566,35034,35513,35984,36350,36792,37282,37758,38111,38476,38837,39162,39575,40004,40424,40848,41148,41576,42010,42422,43122,43731,44262,44808,45537,46127,46759,47651,48638,49455,50309,51046,51789,52865,54166,55257,56183,57151,57956,58904,60181,61331,62856,64214,65592,66853,67995,69311,70601,72280,73822,74932,76168,77215,78742,80186,81746,83184,84073,85177,86497,87893,89626,91159,92087,93031,93963,95106,96305,97471,98675,99969,100848,101731,102826,104248,105426,106557,107674,108287,109062,109923,110881,112003,113046
Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,4,8,10,18,29,44,49,53,67,81,106,164,248,322,377,429,481,566,719,879,989,1159,1251,1326,1470,1523,1683,1794,1868,1970,2069,2184,2263,2357,2465,2570,2599,2680,2807,2894,3017,3120,3193,3253,3280,3410,3473,3618,3748,3851,3972,4044,4127,4201,4330,4424,4490,4589,4613,4731,4852,4962,5086,5237,5310,5398,5489,5532,5680,5849,5960,6037,6090,6137,6229,6270,6338,6418,6506,6573,6692,6805,6907,7004,7060,7151,7206,7364,7480,7626,7848,8073,8231,8417,8645,8903,9354,9706,10037,10515,10733,11028,11509,11947,12343,12642,12944,13172,13757,14112,14539,15065,15645,15928,16362,17220,17893,18496,19092,19779,20235,20745,21738,22813,23441,24140,25056,25265,25433,26326,27301,27969,29116,30081,31285,32529,33757,34605,35710,36456,37706,38201,38586,39452,40555,41395,42234,43070,43561,43962,44725,45392,46101,46893,47798,48342,48711,49326,49923,50669,51746
Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,6,13,13,14,20,30,30,36,39,46,66,74,87,114,137,161,191,209,266,316,415,480,549,607,690,737,827,899,1000,1068,1132,1181,1239,1321,1371,1447,1527,1584,1633,1663,1736,1785,1844,1910,1956,2002,2059,2127,2177,2253,2311,2354,2385,2446,2510,2579,2635,2680,2759,2839,2916,2989,3068,3160,3228,3286,3359,3416,3479,3541,3612,3623,3687,3726,3801,3817,3864,3888,3927,3949,3968,4041,4087,4133,4185,4243,4303,4338,4399,4475,4585,4672,4809,4927,5027,5099,5252,5388,5543,5644,5831,6111,6235,6390,6592,6682,6945,7115,7317,7462,7605,8008,8110,8348,8509,8695,9019,9344,9643,9937,10237,10413,10654,10872,11247,11501,11851,12170,12511,12834,13129,13541,13842,14231,14586,14907,15257,15436,15765,16172,16492,16764,17122,17419,17805,18166,18510,18817,19097,19395,19700,19979,20250,20658,21011,21272,21488,21782,22029,22315,22614,23018,23262,23461,23685,23887,24176,24435
Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,12,16,22,41,47,68,81,101,139,187,269,388,504,644,851,1151,1690,2217,2815,3441,4156,4997,5805,7021,8420,10110,11590,13075,14582,16414,18379,20128,21774,22955,24295,25591,26804,28314,30121,31742,32992,34005,35384,36763,38334,40298,41626,42709,43728,45323,46191,48224,49764,51071,52079,52992,53967,54989,56149,57501,58661,60037,60557,61407,62194,63158,64178,65228,65745,66676,67404,68151,69252,70305,71102,71656,72356,72873,73646,74312,75073,75789,76218,76734,77315,77871,78428,78908,79507,80001,80432,80964,81410,81944,82578,82988,83301,83687,84077,84387,84780,85288,85678,86024,86666,87283,87775,88230,88950,89400,89785,90553,91226,91864,92703,93418,93922,94403,95187,95986,96817,97634,98574,99252,99794,100378,101360,102361,103169,104172,104780,105384,106498,107460,108267,109153,110342,111121,111773,112995,114129,114984,115853,116787,117468,118038,118937,119765,120492,121294,122078,122666,123312,124269,125061,125965,126950,127774,128531,129075,129686,130286,130950,131736,132461
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,6,14,21,23,31,39,51,64,79,100,127,174,239,286,316,378,452,475,513,573,620,683,725,788,897,903,923,974,1043,1068,1118,1213,1252,915,915,1230,1276,1307,1371,1388,1400,1465,1537,1573,1755,1806,1875,1924,1968,2031,2156,2173,2198,2256,2299,2329,2427,2542,2589,2646,2710,2805,2866,2913,3030,3100,3189,3260,3324,3397,3486,3647,3718,3776,3873,3935,4023,4508,4620,4915,4985,5046,5185,5329,5352,5536,5690,5811,5890,5951,6003,6111,6195,6463,6525,6564,6685,6820,6877,6922,7066,7189,7250,7465,7537,7608,7683,7787,7916,8585,8714,8745,8862,9137,9366,9654,10010,10123,10379,10574,11120,11453,12063,12461,12940,13038,13473,13967,14540,15143,15431,15840,16061,16572,16781,17872,18411,18791,19324,19651,19934,20686,21424,22121,22821,23403,24074,24446,25128,25695,26006,26760,27713,27934,28846,28846
Rhode Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,5,5,5,20,20,20,21,23,33,44,44,66,83,106,124,132,165,203,239,294,408,488,566,657,711,806,922,1082,1229,1450,1727,2015,2349,2665,2976,3251,3529,3838,4177,4491,4706,5090,5500,5841,6256,6699,7129,7439,7708,7926,8247,8621,8962,9289,9477,9652,9933,10205,10530,10779,10989,11274,11450,11614,11835,12016,12219,12434,12674,12795,12951,13356,13571,13736,13952,14065,14065,14210,14353,14494,14635,14819,14928,14991,15112,15219,15325,15441,15441,15441,15642,15691,15756,15862,15947,15947,15947,16093,16164,16213,16269,16337,16337,16337,16459,16533,16606,16640,16661,16661,16661,16764,16813,16853,16941,16991,16991,16991,16991,17154,17204,17243,17312,17312,17312,17487,17588,17640,17711,17793,17793,17793,17904,17986,18062,18148,18224,18224,18224,18515,18725,18800,18950,19022,19022,19022,19246,19390,19481,19611,19738,19738,19738,19934,20053,20129,20240,20335,20335,20335,20572,20692,20795,20871,21022
South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,9,10,12,13,19,28,33,47,60,81,126,172,194,299,342,425,456,542,661,775,925,1083,1293,1554,1700,1917,2049,2232,2417,2552,2792,3065,3207,3319,3439,3553,3656,3931,4086,4246,4377,4439,4608,4761,4917,5070,5253,5490,5613,5735,5881,6095,6258,6489,6626,6757,6841,6936,7142,7367,7531,7653,7792,7927,8030,8189,8407,8661,8816,8942,9056,9175,9379,9638,9895,10096,10178,10416,10623,10788,11131,11394,11861,12148,12415,12651,13005,13453,13916,14286,14800,15228,15759,16441,17170,17955,18796,19381,19995,20556,21548,22631,23786,24693,25701,26613,27897,29022,30335,31939,33320,34644,36399,37919,39701,41532,43386,44847,46380,47352,48909,50691,52419,54699,56648,58168,60389,62245,64083,66060,67612,69986,71445,73337,75042,76606,78607,80008,81199,82417,84109,85846,87572,89016,90599,91788,92951,94190,95472,96797,98219,99460,100435,101159,102130,102974,103909,104841,105882,106497,106953,107672,108411,109320,110378
South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,9,9,9,10,11,11,14,14,14,21,28,30,41,46,58,68,90,100,107,129,165,187,212,240,288,320,393,447,536,626,729,867,987,1168,1311,1411,1541,1635,1685,1755,1858,1956,2040,2147,2213,2246,2314,2375,2450,2525,2587,2630,2667,2720,2779,2905,3144,3393,3517,3614,3663,3732,3792,3887,3959,3987,4027,4085,4177,4177,4356,4468,4563,4586,4653,4710,4793,4866,4960,4993,5034,5066,5161,5247,5277,5367,5438,5471,5523,5604,5665,5742,5833,5898,5928,5966,6050,6109,6158,6225,6297,6326,6353,6419,6479,6535,6626,6681,6716,6764,6826,6893,6978,7028,7063,7105,7163,7242,7336,7401,7454,7499,7524,7572,7652,7694,7789,7862,7906,7943,8019,8077,8143,8200,8305,8395,8444,8492,8641,8685,8764,8867,8955,9020,9079,9168,9273,9371,9477,9605,9663,9713,9815,9897,10024,10118,10274,10360,10443,10566,10691,10884
Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,7,8,18,26,32,39,52,73,98,155,237,312,424,522,678,806,981,1180,1363,1569,1721,2049,2689,2868,3032,3265,3538,3753,4010,4246,4456,4793,4983,5144,5483,5654,5864,6077,6423,6624,6824,6994,7317,7681,8169,8618,8918,9435,9739,9974,10255,10506,11781,12376,12871,13283,13555,13737,14108,14276,14675,15060,15423,15777,16261,16588,16917,17204,17391,17767,18301,18534,18970,19364,19765,20116,20533,20960,21360,21763,22199,22676,22832,23242,24498,25024,25374,25799,26359,26811,27217,27865,28379,28766,29218,29616,30174,30945,31623,32112,32604,33603,34223,34719,35255,36018,36822,37695,38802,39813,39945,41388,42815,44360,46176,47882,49232,50365,51509,52643,54756,56531,58224,59981,61106,63615,65412,67515,69827,72072,74518,76180,77944,80026,82172,84652,86667,88459,91330,93869,96318,98145,100166,103144,105455,106804,107900,109652,111305,113519,115940,117725,119788,120967,122003,123489,125487,127465,128771,130620,131742,132796,134810,136383,137932
Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,4,4,4,10,10,10,10,11,11,11,11,11,12,16,19,19,23,24,31,33,41,58,69,80,87,106,166,248,386,547,639,728,857,1132,1542,1971,2381,2722,3065,3588,4402,4952,5773,6566,7117,8150,8968,9897,11372,12291,13208,13776,14487,15303,16106,16928,18131,18927,19441,20035,20949,21769,22706,23650,24494,25209,25963,26868,27839,29072,30342,31433,32299,33134,34286,35441,36682,37943,38849,40037,40988,42348,43822,45169,46987,47866,48828,49788,51080,52369,53441,54369,55451,56050,56490,57573,59105,60820,62073,63396,64974,66081,67966,69546,71330,73323,75077,75948,77326,79271,81771,83772,86031,88120,89542,91726,95973,99466,102677,107322,111594,114886,119646,124726,131310,136783,142582,148639,152866,158756,166703,174826,182260,190049,195707,200137,209350,219164,229116,240025,249948,258280,264811,273732,284638,296478,311516,321254,330059,338036,345672,355594,366561,376104,383662,391609,395738,402295,412849,421891,432134,443090,448224,454759,463541,473105,482467,490102,498266,504605,510392,517182,524898,531825,538805,547670,555343,563464,569058,577220,582623,588050,593405
Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,7,7,21,29,40,51,65,80,112,138,182,257,299,346,402,480,608,719,806,887,1012,1077,1248,1426,1618,1662,1737,1860,1980,2103,2208,2305,2368,2420,2549,2687,2813,2942,3071,3213,3301,3451,3621,3782,3950,4123,4236,4343,4499,4672,4829,4981,5175,5326,5449,5605,5724,5919,6103,6251,6364,6454,6624,6760,6930,7068,7238,7384,7530,7717,7876,8057,8260,8392,8521,8622,8710,8953,9282,9551,9829,10026,10237,10558,10858,11344,11866,12084,12378,12639,12982,13366,13681,14061,14313,14757,15077,15464,16015,16585,17173,17567,18035,18454,18915,19544,20218,20735,21155,21818,22364,22864,23466,24070,24717,25005,25653,26203,26921,27632,28452,29071,29552,30282,30774,31228,31908,32572,33430,34117,34526,35089,35677,36178,37063,37623,37973,38439,38877,39339,39714,40258,40754,41175,41571,42018,42478,43032,43530,43821,44130,44487,44836,45181,45537,46048,46413,46652,46936,47285,47647,48104,48616
Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,5,8,12,14,19,22,29,49,52,75,95,123,158,184,211,235,256,293,321,338,389,461,512,543,575,605,628,679,711,727,748,752,759,768,779,803,812,816,818,823,825,827,843,851,855,862,862,866,879,886,897,902,907,908,916,919,921,926,926,927,929,932,933,934,940,940,944,944,950,952,954,956,962,967,971,974,975,977,981,983,988,990,1026,1027,1046,1063,1075,1084,1095,1110,1119,1125,1127,1130,1130,1130,1135,1144,1147,1159,1163,1164,1184,1191,1198,1200,1202,1208,1208,1210,1227,1236,1238,1249,1251,1254,1256,1272,1277,1283,1296,1301,1305,1318,1325,1334,1338,1350,1360,1366,1366,1377,1385,1396,1400,1402,1405,1406,1407,1414,1421,1426,1427,1431,1436,1445,1448,1454,1459,1462,1472,1478,1484,1501,1509,1515,1527,1530,1533,1537,1541
Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,6,6,17,17,17,17,17,19,19,23,30,30,30,37,38,42,42,44,45,46,50,51,51,51,51,51,51,51,53,53,53,54,54,54,54,55,57,59,59,62,66,66,66,66,66,66,66,66,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,71,71,71,71,71,71,72,72,72,72,72,73,73,73,73,74,74,76,76,76,78,80,81,81,81,81,84,90,92,98,111,112,112,116,122,144,153,167,181,206,217,243,249,263,283,297,297,308,308,336,342,352,352,361,375,375,385,385,406,421,421,439,463,501,522,528,528,547,576,639,639,704,734,734,741,760,796,828,869,960
Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,10,17,30,42,45,51,67,78,94,115,152,219,254,291,390,603,605,739,889,1020,1249,1511,1706,2011,2408,2636,2877,3332,3644,4041,4509,5076,5273,5746,6173,6502,6891,7492,8053,8536,8989,9629,10265,10999,11595,12365,12969,13534,14338,14961,15846,16901,17731,18671,19492,20256,20254,21568,22340,23194,24079,25068,25798,26744,27810,28669,29679,30383,31132,32129,32888,34116,34925,35725,36220,37703,39315,40220,41370,42502,43580,44576,45366,46202,46867,47817,48491,49350,50633,51201,51688,52125,52594,53157,53815,54452,54832,55275,55717,56180,56734,57384,57935,58405,58933,59444,59876,60500,61177,61664,62115,62709,63125,63655,64312,65027,65662,66015,66642,67274,67884,68824,69670,70558,71530,72326,73404,74303,75304,76241,77298,78243,79228,80248,81090,82215,83460,84418,85923,86839,87837,88745,89729,90633,91613,92935,94078,94870,95867,97882,99189,100086,100749,101745,102521,103622,104838,105750,106687,107421,108282,109019,109882,110860
Washington,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,7,10,17,23,32,47,75,86,110,141,179,279,338,419,511,609,675,794,908,1026,1228,1404,1655,1844,2101,2469,2585,3208,3770,4311,4897,5180,5293,5589,6586,6967,7499,7985,8385,8683,9098,9609,9888,10227,10414,10547,10711,10806,11180,11479,11850,11864,12255,12410,12606,12981,13197,13565,13744,13958,14165,14490,14814,15134,15383,15943,16047,16234,16873,17187,17477,17629,17781,18172,18382,18492,18861,19131,19336,19514,19756,19988,20110,20280,20526,20740,20989,21265,21538,21825,22091,22377,22618,22814,23272,23608,23776,23999,24546,24767,25064,25593,25796,25940,26172,26576,26920,27135,27577,27949,28270,28663,29045,29466,29797,30443,30778,31400,31998,32489,33031,33341,34036,34541,35258,35921,36417,36799,37468,38517,39063,39661,40369,41090,41326,42181,43538,44257,45004,46268,47226,47889,48601,49949,50746,51442,52255,53279,53884,54422,55548,56576,57300,58100,58726,59649,60161,61012,61829,62390,63057,63976,64347,65249,66226,66620,67171,68096,68582,69137,69895,70510,71033,71595,72285,72788
West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,12,16,16,39,51,76,96,113,124,145,162,191,217,242,282,325,347,413,483,524,537,593,615,638,697,725,739,776,825,890,908,929,939,981,1010,1025,1054,1078,1096,1110,1126,1152,1185,1196,1225,1243,1277,1298,1324,1348,1363,1370,1379,1405,1435,1448,1470,1492,1502,1514,1567,1603,1705,1729,1771,1782,1854,1899,1935,1972,1989,2010,2028,2056,2077,2102,2119,2136,2144,2161,2179,2193,2217,2249,2274,2290,2322,2341,2376,2418,2468,2500,2543,2571,2593,2629,2693,2729,2781,2831,2869,2904,2979,3053,3126,3205,3335,3442,3505,3707,3826,3983,4146,4244,4313,4407,4557,4657,4783,4922,5042,5142,5199,5461,5550,5695,5821,5960,6054,6173,6326,6422,6642,6735,6854,6973,7051,7159,7277,7433,7563,7694,7754,7875,8008,8151,8274,8457,8564,8632,8731,8801,8982,9066
Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,8,19,27,33,47,72,106,155,216,281,382,418,481,623,754,930,1042,1120,1269,1351,1552,1730,1916,2112,2267,2440,2578,2756,2885,3068,3213,3341,3428,3555,3721,3875,4045,4199,4346,4499,4620,4845,5052,5356,5687,5911,6081,6289,6520,6854,7314,7660,7964,8236,8566,8901,9215,9590,9939,10219,10418,10617,10903,11280,11854,12368,12571,12722,13001,13574,13967,14557,14985,15362,15646,15923,16565,17211,17784,18249,18418,18556,18949,19614,20075,20427,20701,20950,21161,21435,24091,24411,24733,25026,25307,25530,25829,26167,26611,26913,27314,27598,27849,28187,28652,29204,29718,30235,30716,31103,31723,32307,32876,33565,34243,34750,35318,35834,36526,37358,38414,39095,39901,40603,41516,42409,43361,44243,45118,45953,46754,47893,48777,49751,50895,51735,52685,53323,54114,55119,56111,57020,58064,58990,59471,60263,61247,62139,63256,64231,64835,65427,66146,66705,67781,68761,69560,70246,70796,71517,72204,73109,73895
Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,10,15,17,18,22,24,26,28,37,49,56,74,85,88,96,121,138,154,167,189,200,213,221,230,303,320,343,364,373,373,392,393,401,412,422,426,442,447,453,473,477,502,520,536,544,559,566,579,586,596,604,631,635,644,653,662,669,675,688,701,716,741,754,766,776,787,801,803,813,813,843,850,860,876,891,898,903,910,912,915,921,933,939,947,960,970,980,1009,1027,1050,1060,1079,1089,1114,1144,1173,1179,1197,1230,1254,1282,1326,1368,1392,1417,1450,1487,1514,1550,1582,1606,1634,1675,1711,1740,1774,1790,1839,1862,1903,1951,1985,2026,2069,2108,2126,2187,2238,2288,2347,2405,2446,2475,2520,2589,2628,2686,2726,2769,2808,2848,2884,2923,2958,3000,3013,3050,3042,3073,3086,3119,3183,3227,3286,3331,3360,3430,3468,3524
